,wave_id,transcript,Speaker,Gender,Age_Range,Pronunciation_dialect,target
19,/Users/prem/Desktop/Speech_Corpus/5898/wav/a0027.wav,To my surprise he began to show actual enthusiasm in my favor.,5898,Male,Adult,American English,0
20,/Users/prem/Desktop/Speech_Corpus/3912/wav/a0145.wav,"I have to be careful of them, as they tear very easily.",3912,Male,Adult,Other,0
21,/Users/prem/Desktop/Speech_Corpus/4439/wav/b0455.wav,His reward should have been peace and repose.,4439,Male,Adult,American English,0
22,/Users/prem/Desktop/Speech_Corpus/4798/wav/b0336.wav,"How old are you, mother.",4798,Male,Adult,American English,0
23,/Users/prem/Desktop/Speech_Corpus/3924/wav/a0330.wav,Red-Eye never committed a more outrageous deed.,3924,Male,Adult,American English,0
24,/Users/prem/Desktop/Speech_Corpus/3327/wav/b0167.wav,"A little before dawn of the day following, the fire relief came.",3327,Male,Adult,American English,0
25,/Users/prem/Desktop/Speech_Corpus/1222/wav/b0362.wav,We threaten to be of the one mind before the voyage is completed.,1222,Male,Adult,American English,0
26,/Users/prem/Desktop/Speech_Corpus/2181/wav/a0556.wav,"Why, he's bought forty pounds of goods from you already.",2181,Male,Adult,Indian English,0
27,/Users/prem/Desktop/Speech_Corpus/471/wav/a0394.wav,It's the strap hangers that'll keep us from going under.,471,Male,Adult,American English,0
28,/Users/prem/Desktop/Speech_Corpus/5071/wav/a0389.wav,"Mab, she said.",5071,Male,Adult,American English,0
29,/Users/prem/Desktop/Speech_Corpus/5490/wav/a0399.wav,And here's another idea.,5490,Male,Youth,European English,0
30,/Users/prem/Desktop/Speech_Corpus/3539/wav/b0339.wav,"Well, I'll be plumb gosh darned.",3539,Male,Adult,Canadian English,0
31,/Users/prem/Desktop/Speech_Corpus/767/wav/a0312.wav,It lived in perpetual apprehension of that quarter of the compass.,767,Male,Adult,Canadian English,0
32,/Users/prem/Desktop/Speech_Corpus/884/wav/a0031.wav,They were three hundred yards apart.,884,Male,Adult,American English,0
33,/Users/prem/Desktop/Speech_Corpus/1824/wav/b0056.wav,"I'll give a thousand if you produce her, retorted Gregson.",1824,Male,Adult,American English,0
34,/Users/prem/Desktop/Speech_Corpus/5037/wav/b0044.wav,For a few moments he ate in silence.,5037,Male,Youth,American English,0
35,/Users/prem/Desktop/Speech_Corpus/3312/wav/a0478.wav,"Also, she has forbidden them smoking their pipes in the after-room.",3312,Male,Adult,American English,0
36,/Users/prem/Desktop/Speech_Corpus/1901/wav/b0177.wav,"Her gray eyes were flashing, and her lips were quivering.",1901,Male,Adult,American English,0
37,/Users/prem/Desktop/Speech_Corpus/3851/wav/b0480.wav,"Without discussion, it was the agents provocateurs who caused the Peasant Revolt.",3851,Male,Adult,American English,0
38,/Users/prem/Desktop/Speech_Corpus/4094/wav/b0003.wav,I can see that knife now.,4094,Male,Adult,Indian English,0
39,/Users/prem/Desktop/Speech_Corpus/5152/wav/b0379.wav,Christmas is an easy problem compared with a Polynesian giving-feast.,5152,Male,Adult,Australian English,0
40,/Users/prem/Desktop/Speech_Corpus/5104/wav/e0117.wav,"A buddy in Korea sent this to me, this is for all you computer jockey's out there",5104,Male,Adult,American English,0
41,/Users/prem/Desktop/Speech_Corpus/3018/wav/a0288.wav,"Those are my oysters, he said at last.",3018,Male,Adult,American English,0
42,/Users/prem/Desktop/Speech_Corpus/4071/wav/a0410.wav,So we have to fit the boat throughout with oil lamps as well.,4071,Male,Adult,British English,0
43,/Users/prem/Desktop/Speech_Corpus/1609/wav/a0241.wav,I think it's much nicer to quarrel.,1609,Male,Youth,American English,0
44,/Users/prem/Desktop/Speech_Corpus/2233/wav/a0272.wav,You can take a vacation on pay.,2233,Male,Adult,Australian English,0
45,/Users/prem/Desktop/Speech_Corpus/292/wav/b0349.wav,In such a tumbling of values was no time to sell.,292,Male,Youth,American English,0
46,/Users/prem/Desktop/Speech_Corpus/184/wav/b0381.wav,And how would we ever find ourselves.,184,Male,Adult,American English,0
47,/Users/prem/Desktop/Speech_Corpus/4208/wav/a0248.wav,I had been sad too long already.,4208,Male,Adult,American English,0
48,/Users/prem/Desktop/Speech_Corpus/3781/wav/a0537.wav,He was an enthusiast and a desert dweller.,3781,Male,Adult,American English,0
49,/Users/prem/Desktop/Speech_Corpus/2350/wav/en-0305.wav,and connectivity to the back office systems,2350,Male,Adult,Australian English,0
50,/Users/prem/Desktop/Speech_Corpus/3672/wav/ar-03.wav,"he would only answer, ""I don't know;"" he wouldn't say yes or no either.",3672,Male,Youth,British English,0
51,/Users/prem/Desktop/Speech_Corpus/2184/wav/a0086.wav,Death had come with terrible suddenness.,2184,Male,Adult,American English,0
52,/Users/prem/Desktop/Speech_Corpus/880/wav/b0045.wav,Philip did not pursue the subject.,880,Male,Adult,American English,0
53,/Users/prem/Desktop/Speech_Corpus/3081/wav/a0265.wav,The discovery seemed to have been made on the spur of the moment.,3081,Male,Adult,New Zealand English,0
54,/Users/prem/Desktop/Speech_Corpus/3717/wav/a0540.wav,"Yea, so are all the lesser animals of today clean.",3717,Male,Adult,Canadian English,0
55,/Users/prem/Desktop/Speech_Corpus/4792/wav/b0374.wav,"To say the least, Captain Cook was a rather thorough going empiricist.",4792,Male,Adult,American English,0
56,/Users/prem/Desktop/Speech_Corpus/5082/wav/a0018.wav,There was a change now.,5082,Male,Adult,American English,0
57,/Users/prem/Desktop/Speech_Corpus/3114/wav/a0435.wav,What do you mean by this outrageous conduct.,3114,Male,Adult,American English,0
58,/Users/prem/Desktop/Speech_Corpus/2199/wav/a0105.wav,"Only, it is so wonderful, so almost impossible to believe.",2199,Male,Adult,European English,0
59,/Users/prem/Desktop/Speech_Corpus/2382/wav/b0185.wav,Your being wrecked here has been a godsend to me.,2382,Male,Adult,Other,0
60,/Users/prem/Desktop/Speech_Corpus/2830/wav/a0091.wav,His blood grew hot with rage at the thought.,2830,Male,Adult,American English,0
61,/Users/prem/Desktop/Speech_Corpus/4216/wav/b0157.wav,In the crib the baby sat up and began to prattle.,4216,Male,Adult,American English,0
62,/Users/prem/Desktop/Speech_Corpus/1907/wav/a0032.wav,Since then some mysterious force has been fighting us at every step.,1907,Male,Youth,Other,0
63,/Users/prem/Desktop/Speech_Corpus/1962/wav/rb-23.wav,"In practice this will allow end users to issue commands such as ""go to previous paragraph""",1962,Male,Adult,European English,0
64,/Users/prem/Desktop/Speech_Corpus/2876/wav/a0189.wav,"The big-eyed, clucking moose-birds were most annoying.",2876,Male,Senior,British English,0
65,/Users/prem/Desktop/Speech_Corpus/5448/wav/a0289.wav,"They are not regular oyster pirates, Nicholas continued.",5448,Male,Adult,Indian English,0
66,/Users/prem/Desktop/Speech_Corpus/3507/wav/b0425.wav,"There were orange-green, gold-green, and a copper-green.",3507,Male,Adult,American English,0
67,/Users/prem/Desktop/Speech_Corpus/528/wav/rb-14.wav,A major stumbling block is the still limited computing power of these phones.,528,Male,Adult,Other,0
68,/Users/prem/Desktop/Speech_Corpus/4599/wav/b0313.wav,The apron string loomed near and he shied like an unbroken colt.,4599,Male,Adult,New Zealand English,0
69,/Users/prem/Desktop/Speech_Corpus/5757/wav/e0247.wav,they will be sent back through the garage to the street level to walk across the street to the round kiosk,5757,Male,Adult,American English,0
70,/Users/prem/Desktop/Speech_Corpus/95/wav/a0148.wav,Now these things had been struck dead within him.,95,Male,Adult,European English,0
71,/Users/prem/Desktop/Speech_Corpus/1414/wav/a0472.wav,"He is too keenly intelligent, too sharply sensitive, successfully to endure.",1414,Male,Adult,American English,0
72,/Users/prem/Desktop/Speech_Corpus/4865/wav/b0375.wav,Man could not conquer them.,4865,Male,Youth,American English,0
73,/Users/prem/Desktop/Speech_Corpus/2806/wav/b0285.wav,The hyena proceeded to dine.,2806,Male,Adult,Other,0
74,/Users/prem/Desktop/Speech_Corpus/3897/wav/b0051.wav,The sixth day he spent in the cabin with Gregson.,3897,Male,Adult,American English,0
75,/Users/prem/Desktop/Speech_Corpus/2177/wav/b0005.wav, slim fingers closed like steel about Philip's.,2177,Male,Adult,Indian English,0
76,/Users/prem/Desktop/Speech_Corpus/582/wav/b0033.wav,How does your wager look now.,582,Male,Adult,Canadian English,0
77,/Users/prem/Desktop/Speech_Corpus/265/wav/a0537.wav,He was an enthusiast and a desert dweller.,265,Male,Adult,American English,0
78,/Users/prem/Desktop/Speech_Corpus/4581/wav/b0004.wav,When I can't see beauty in woman I want to die.,4581,Male,Adult,Other,0
79,/Users/prem/Desktop/Speech_Corpus/775/wav/b0476.wav,The reorganization of these countries took the form of revolution.,775,Male,Adult,British English,0
80,/Users/prem/Desktop/Speech_Corpus/4451/wav/b0277.wav,Two of the Folk were already up.,4451,Male,Adult,American English,0
81,/Users/prem/Desktop/Speech_Corpus/1870/wav/a0190.wav,Next to them the Canada jays were most persistent.,1870,Male,Adult,British English,0
82,/Users/prem/Desktop/Speech_Corpus/2014/wav/a0082.wav,His face was streaming with blood.,2014,Male,Adult,European English,0
83,/Users/prem/Desktop/Speech_Corpus/4157/wav/b0118.wav,"We saw your light, and thought you wouldn't mind a call.",4157,Male,Youth,American English,0
84,/Users/prem/Desktop/Speech_Corpus/2116/wav/a0582.wav,Daughtry elaborated on the counting trick by bringing Cocky along.,2116,Male,Adult,European English,0
85,/Users/prem/Desktop/Speech_Corpus/5681/wav/b0511.wav,Do you value your hide.,5681,Male,Adult,American English,0
86,/Users/prem/Desktop/Speech_Corpus/3309/wav/a0318.wav,Production is doubling and quadrupling upon itself.,3309,Male,Adult,Canadian English,0
87,/Users/prem/Desktop/Speech_Corpus/3759/wav/rp-31.wav,with little or no green or blue.,3759,Male,Youth,British English,0
88,/Users/prem/Desktop/Speech_Corpus/2939/wav/a0449.wav,"A sinewy hand, dripping with water, was clutching the rail.",2939,Male,Adult,American English,0
89,/Users/prem/Desktop/Speech_Corpus/3428/wav/a0044.wav,Her own betrayal of herself was like tonic to Philip.,3428,Male,Adult,European English,0
90,/Users/prem/Desktop/Speech_Corpus/3632/wav/a0194.wav,He drank of the water cautiously.,3632,Male,Adult,South African English,0
91,/Users/prem/Desktop/Speech_Corpus/213/wav/a0375.wav,The butchers and meat cutters refused to handle meat destined for unfair restaurants.,213,Male,Adult,Australian English,0
92,/Users/prem/Desktop/Speech_Corpus/3349/wav/b0324.wav,Not till the twentieth of May did the river break.,3349,Male,Adult,Other,0
93,/Users/prem/Desktop/Speech_Corpus/4508/wav/a0292.wav,"Here, in the midmorning, the first casualty occurred.",4508,Male,Adult,British English,0
94,/Users/prem/Desktop/Speech_Corpus/5092/wav/b0050.wav,All this day Gregson remained in the cabin.,5092,Male,Adult,American English,0
95,/Users/prem/Desktop/Speech_Corpus/2014/wav/a0081.wav,What if she did not come to the rock.,2014,Male,Adult,European English,0
96,/Users/prem/Desktop/Speech_Corpus/3102/wav/b0522.wav,Nor would it thaw out his hands and feet.,3102,Male,Adult,American English,0
97,/Users/prem/Desktop/Speech_Corpus/3435/wav/b0449.wav,"Also, she wouldn't walk.",3435,Male,Adult,European English,0
98,/Users/prem/Desktop/Speech_Corpus/1801/wav/b0272.wav,These were merely stout sticks an inch or so in diameter.,1801,Male,Adult,American English,0
99,/Users/prem/Desktop/Speech_Corpus/2783/wav/b0020.wav,He made no reply as he waited for Whittemore to continue.,2783,Male,Adult,British English,0
100,/Users/prem/Desktop/Speech_Corpus/4476/wav/b0270.wav,We could throw stones with our feet.,4476,Male,Adult,Australian English,0
101,/Users/prem/Desktop/Speech_Corpus/2503/wav/a0472.wav,"He is too keenly intelligent, too sharply sensitive, successfully to endure.",2503,Male,Youth,Indian English,0
102,/Users/prem/Desktop/Speech_Corpus/3455/wav/b0195.wav,Nobody knows how the natives got them.,3455,Male,Adult,European English,0
103,/Users/prem/Desktop/Speech_Corpus/4739/wav/rp-04.wav,"These take the shape of a long round arch, with its path high above,",4739,Male,Adult,American English,0
104,/Users/prem/Desktop/Speech_Corpus/3839/wav/a0069.wav,It was his intention to return to Eileen and her father.,3839,Male,Adult,American English,0
105,/Users/prem/Desktop/Speech_Corpus/5254/wav/b0407.wav,"Of course much grumbling went on, and little outbursts were continually occurring.",5254,Male,Adult,Other,0
106,/Users/prem/Desktop/Speech_Corpus/3619/wav/b0379.wav,Christmas is an easy problem compared with a Polynesian giving-feast.,3619,Male,Adult,American English,0
107,/Users/prem/Desktop/Speech_Corpus/1252/wav/a0166.wav,Two days ago Jeanne learned where her father's men were hiding.,1252,Male,Adult,American English,0
108,/Users/prem/Desktop/Speech_Corpus/4956/wav/a0405.wav,It seemed the ordained order of things that dogs should work.,4956,Male,Adult,British English,0
109,/Users/prem/Desktop/Speech_Corpus/1244/wav/a0377.wav,This sound did not disturb the hush and awe of the place.,1244,Male,Adult,American English,0
110,/Users/prem/Desktop/Speech_Corpus/4025/wav/b0266.wav,And now put yourself in my place for a moment.,4025,Male,Adult,Canadian English,0
111,/Users/prem/Desktop/Speech_Corpus/5413/wav/b0252.wav,It resembled tea less than lager beer resembles champagne.,5413,Male,Adult,European English,0
112,/Users/prem/Desktop/Speech_Corpus/1592/wav/b0146.wav,"After all, it was simply a mistake in judgment.",1592,Male,Youth,American English,0
113,/Users/prem/Desktop/Speech_Corpus/1699/wav/a0573.wav,There was no law on the Yukon save what they made for themselves.,1699,Male,Youth,Indian English,0
114,/Users/prem/Desktop/Speech_Corpus/323/wav/a0166.wav,Two days ago Jeanne learned where her father's men were hiding.,323,Male,Adult,European English,0
115,/Users/prem/Desktop/Speech_Corpus/2800/wav/b0535.wav,He read his fragments aloud.,2800,Male,Adult,British English,0
116,/Users/prem/Desktop/Speech_Corpus/445/wav/a0327.wav,"They were less stooped than we, less springy in their movements.",445,Male,Adult,European English,0
117,/Users/prem/Desktop/Speech_Corpus/5519/wav/a0131.wav,Providence had delivered him through the maelstrom.,5519,Male,Adult,American English,0
118,/Users/prem/Desktop/Speech_Corpus/3087/wav/b0273.wav,Then it was that a strange thing happened.,3087,Male,Adult,Other,0
119,/Users/prem/Desktop/Speech_Corpus/5905/wav/b0141.wav,It was beating and waiting in the ambush of those black pits.,5905,Male,Youth,Canadian English,0
120,/Users/prem/Desktop/Speech_Corpus/4409/wav/rp-01.wav,"When the sunlight strikes raindrops in the air,",4409,Male,Adult,British English,0
121,/Users/prem/Desktop/Speech_Corpus/2136/wav/a0210.wav,Its diameter was not more than two hundred yards.,2136,Male,Adult,American English,0
122,/Users/prem/Desktop/Speech_Corpus/988/wav/a0084.wav,Scarcely had he uttered the name when Pierre's closing eyes shot open.,988,Male,Adult,American English,0
123,/Users/prem/Desktop/Speech_Corpus/1058/wav/b0021.wav,Philip dropped back into his chair.,1058,Male,Adult,American English,0
124,/Users/prem/Desktop/Speech_Corpus/2639/wav/ar-18.wav,"""The roof may not come down yet.""",2639,Male,Youth,American English,0
125,/Users/prem/Desktop/Speech_Corpus/2972/wav/a0163.wav,Philip made no effort to follow.,2972,Male,Adult,American English,0
126,/Users/prem/Desktop/Speech_Corpus/3723/wav/a0063.wav,"Yes, it was a man who asked, a stranger.",3723,Male,Adult,European English,0
127,/Users/prem/Desktop/Speech_Corpus/5051/wav/a0484.wav,No-sir-ee.,5051,Male,Adult,European English,0
128,/Users/prem/Desktop/Speech_Corpus/3275/wav/b0218.wav,The issue was not in doubt.,3275,Male,Adult,American English,0
129,/Users/prem/Desktop/Speech_Corpus/2716/wav/a0087.wav,"Philip bent lower, and stared into the face of the dead man.",2716,Male,Adult,American English,0
130,/Users/prem/Desktop/Speech_Corpus/248/wav/b0018.wav,I was completely lost in my work.,248,Male,Adult,American English,0
131,/Users/prem/Desktop/Speech_Corpus/4657/wav/b0149.wav,Pebbles and dirt flew along with hair and fur.,4657,Male,Adult,American English,0
132,/Users/prem/Desktop/Speech_Corpus/4572/wav/a0262.wav,They wouldn't be sweeping a big vessel like the Martha.,4572,Male,Adult,Other,0
133,/Users/prem/Desktop/Speech_Corpus/1165/wav/b0052.wav,The flush was gone from her face.,1165,Male,Adult,European English,0
134,/Users/prem/Desktop/Speech_Corpus/941/wav/b0318.wav,Again he had done the big thing.,941,Male,Youth,European English,0
135,/Users/prem/Desktop/Speech_Corpus/1913/wav/ar-18.wav,"""The roof may not come down yet.""",1913,Male,Adult,American English,0
136,/Users/prem/Desktop/Speech_Corpus/4633/wav/a0547.wav,Men like Joe Goose dated existence from drunk to drunk.,4633,Male,Adult,American English,0
137,/Users/prem/Desktop/Speech_Corpus/678/wav/b0204.wav,Down through the perfume weighted air fluttered the snowy fluffs of the cottonwoods.,678,Male,Adult,American English,0
138,/Users/prem/Desktop/Speech_Corpus/2410/wav/a0397.wav,"Call me that again, he murmured ecstatically.",2410,Male,Adult,European English,0
139,/Users/prem/Desktop/Speech_Corpus/3606/wav/rp-15.wav,The Norsemen considered the rainbow as a bridge,3606,Male,Adult,European English,0
140,/Users/prem/Desktop/Speech_Corpus/5631/wav/rb-08.wav,"the amount of available ""screen real-estate"".",5631,Male,Adult,American English,0
141,/Users/prem/Desktop/Speech_Corpus/1132/wav/a0567.wav,"Now Irvine was a man of impulse, a poet.",1132,Male,Adult,Indian English,0
142,/Users/prem/Desktop/Speech_Corpus/509/wav/a0457.wav,What I saw I could not at first believe.,509,Male,Youth,Irish English,0
143,/Users/prem/Desktop/Speech_Corpus/3797/wav/rb-37.wav,"like ""go up one folder"" ""open the folder University"" or ""open document thesis"".",3797,Male,Adult,British English,0
144,/Users/prem/Desktop/Speech_Corpus/3773/wav/a0544.wav,He may anticipate the day of his death.,3773,Male,Adult,European English,0
145,/Users/prem/Desktop/Speech_Corpus/4283/wav/b0097.wav,"Besides, that noise makes me deaf.",4283,Male,Adult,American English,0
146,/Users/prem/Desktop/Speech_Corpus/612/wav/a0069.wav,It was his intention to return to Eileen and her father.,612,Male,Youth,Australian English,0
147,/Users/prem/Desktop/Speech_Corpus/1263/wav/b0110.wav,"Such men believe, when they come together.",1263,Male,Adult,Other,0
148,/Users/prem/Desktop/Speech_Corpus/65/wav/a0179.wav,"Tomorrow I'm going after that bear, he said.",65,Male,Adult,European English,0
149,/Users/prem/Desktop/Speech_Corpus/2420/wav/b0117.wav,"That's Thorpe's, said the young engineer.",2420,Male,Adult,American English,0
150,/Users/prem/Desktop/Speech_Corpus/3881/wav/a0172.wav,Gregson had left the outer door slightly ajar.,3881,Male,Adult,Other,0
151,/Users/prem/Desktop/Speech_Corpus/3225/wav/b0381.wav,And how would we ever find ourselves.,3225,Male,Adult,Canadian English,0
152,/Users/prem/Desktop/Speech_Corpus/155/wav/b0361.wav,"There are the canals of China, and the Yangtse River.",155,Male,Adult,Other,0
153,/Users/prem/Desktop/Speech_Corpus/1634/wav/a0078.wav,"Then, and at supper, he tried to fathom her.",1634,Male,Adult,American English,0
154,/Users/prem/Desktop/Speech_Corpus/3768/wav/b0194.wav,"Joan cried, with shining eyes.",3768,Male,Adult,European English,0
155,/Users/prem/Desktop/Speech_Corpus/3667/wav/a0145.wav,"I have to be careful of them, as they tear very easily.",3667,Male,Adult,American English,0
156,/Users/prem/Desktop/Speech_Corpus/347/wav/ar-05.wav,"""Now look here! No one is going to care for you if you carry on like this.""",347,Male,Adult,Canadian English,0
157,/Users/prem/Desktop/Speech_Corpus/1350/wav/b0023.wav,"MacDougall, my engineer, believes it.",1350,Male,Youth,Other,0
158,/Users/prem/Desktop/Speech_Corpus/491/wav/b0078.wav,"There was pride and strength, the ring of triumph in his voice.",491,Male,Youth,American English,0
159,/Users/prem/Desktop/Speech_Corpus/3468/wav/b0027.wav,"And there's no chivalry, no quarter shown in this fight.",3468,Male,Adult,European English,0
160,/Users/prem/Desktop/Speech_Corpus/2498/wav/a0226.wav,That came before my A B C's.,2498,Male,Adult,American English,0
161,/Users/prem/Desktop/Speech_Corpus/1134/wav/b0467.wav,Let us run them for ourselves.,1134,Male,Adult,American English,0
162,/Users/prem/Desktop/Speech_Corpus/3513/wav/b0059.wav,In moments of mental energy Philip was restless.,3513,Male,Adult,Other,0
163,/Users/prem/Desktop/Speech_Corpus/251/wav/a0362.wav,"Nope, not the slightest idea.",251,Male,Adult,Canadian English,0
164,/Users/prem/Desktop/Speech_Corpus/1503/wav/b0118.wav,"We saw your light, and thought you wouldn't mind a call.",1503,Male,Adult,British English,0
165,/Users/prem/Desktop/Speech_Corpus/1106/wav/b0535.wav,He read his fragments aloud.,1106,Male,Youth,American English,0
166,/Users/prem/Desktop/Speech_Corpus/4080/wav/b0127.wav,He destroyed everything that had belonged to the woman.,4080,Male,Adult,American English,0
167,/Users/prem/Desktop/Speech_Corpus/397/wav/a0068.wav,In a flash Philip followed its direction.,397,Male,Adult,British English,0
168,/Users/prem/Desktop/Speech_Corpus/2114/wav/b0215.wav,"It is a good property, and worth more than that.",2114,Male,Adult,American English,0
169,/Users/prem/Desktop/Speech_Corpus/5022/wav/a0550.wav,This also became part of the daily schedule.,5022,Male,Adult,European English,0
170,/Users/prem/Desktop/Speech_Corpus/1317/wav/b0326.wav,Our Mr Howison will call upon you at your hotel.,1317,Male,Adult,Australian English,0
171,/Users/prem/Desktop/Speech_Corpus/4473/wav/en-0265.wav,considering the no threshold issue.,4473,Male,Youth,Indian English,0
172,/Users/prem/Desktop/Speech_Corpus/2825/wav/b0133.wav,There followed a roar that shook the earth.,2825,Male,Adult,American English,0
173,/Users/prem/Desktop/Speech_Corpus/2807/wav/b0118.wav,"We saw your light, and thought you wouldn't mind a call.",2807,Male,Adult,Other,0
174,/Users/prem/Desktop/Speech_Corpus/3897/wav/b0052.wav,The flush was gone from her face.,3897,Male,Adult,American English,0
175,/Users/prem/Desktop/Speech_Corpus/1699/wav/a0577.wav,"Once the jews harp began emitting its barbaric rhythms, Michael was helpless.",1699,Male,Youth,Indian English,0
176,/Users/prem/Desktop/Speech_Corpus/4074/wav/b0044.wav,For a few moments he ate in silence.,4074,Male,Adult,British English,0
177,/Users/prem/Desktop/Speech_Corpus/3698/wav/a0244.wav,He was the soul of devotion to his employers.,3698,Male,Adult,South African English,0
178,/Users/prem/Desktop/Speech_Corpus/3760/wav/b0448.wav,Sandel would never become a world champion.,3760,Male,Youth,British English,0
179,/Users/prem/Desktop/Speech_Corpus/2436/wav/a0406.wav,And that was the last of Francois and Perrault.,2436,Male,Adult,American English,0
180,/Users/prem/Desktop/Speech_Corpus/5487/wav/sample26.wav,CUBA CUBE CUMULATIVE,5487,Male,Adult,Canadian English,0
181,/Users/prem/Desktop/Speech_Corpus/3348/wav/a0097.wav,Then you can arrange yourself comfortably among these robes in the bow.,3348,Male,Adult,Other,0
182,/Users/prem/Desktop/Speech_Corpus/2949/wav/b0296.wav,At times I wondered where Sir Archibald got his style.,2949,Male,Adult,American English,0
183,/Users/prem/Desktop/Speech_Corpus/1702/wav/a0012.wav,Gregson shoved back his chair and rose to his feet.,1702,Male,Adult,American English,0
184,/Users/prem/Desktop/Speech_Corpus/30/wav/ar-10.wav,"The walls shook, and all the rats' hair stood on end with fear and horror.",30,Male,Adult,American English,0
185,/Users/prem/Desktop/Speech_Corpus/5133/wav/a0406.wav,And that was the last of Francois and Perrault,5133,Male,Adult,American English,0
186,/Users/prem/Desktop/Speech_Corpus/5334/wav/a0416.wav,The added weight had a velocity of fifteen miles per hour.,5334,Male,Adult,American English,0
187,/Users/prem/Desktop/Speech_Corpus/5773/wav/a0361.wav,"But he did not broach it, preferring to mature it carefully.",5773,Male,Adult,American English,0
188,/Users/prem/Desktop/Speech_Corpus/4885/wav/b0434.wav,The steward has just tendered me a respectful bit of advice.,4885,Male,Adult,Indian English,0
189,/Users/prem/Desktop/Speech_Corpus/1573/wav/b0203.wav,A month in Australia would finish me.,1573,Male,Youth,American English,0
190,/Users/prem/Desktop/Speech_Corpus/3460/wav/a0010.wav,I'm playing a single hand in what looks like a losing game.,3460,Male,Adult,European English,0
191,/Users/prem/Desktop/Speech_Corpus/4015/wav/b0319.wav,"Daylight was tired, profoundly tired.",4015,Male,Adult,European English,0
192,/Users/prem/Desktop/Speech_Corpus/5425/wav/en-0958.wav,but does realize that it may receive zero for certain products,5425,Male,Adult,American English,0
193,/Users/prem/Desktop/Speech_Corpus/3924/wav/a0331.wav,Poor little Crooked-Leg was terribly scared.,3924,Male,Adult,American English,0
194,/Users/prem/Desktop/Speech_Corpus/1653/wav/b0180.wav,"I, I beg pardon, he drawled.",1653,Male,Adult,American English,0
195,/Users/prem/Desktop/Speech_Corpus/406/wav/a0477.wav,"Wada, Louis, and the steward are servants of Asiatic breed.",406,Male,Adult,Other,0
196,/Users/prem/Desktop/Speech_Corpus/3996/wav/b0063.wav,He boiled himself some coffee and sat down to wait.,3996,Male,Adult,Indian English,0
197,/Users/prem/Desktop/Speech_Corpus/5657/wav/a0078.wav,"Then, and at supper, he tried to fathom her.",5657,Male,Adult,New Zealand English,0
198,/Users/prem/Desktop/Speech_Corpus/2818/wav/a0356.wav,You don't catch me at any such foolishness.,2818,Male,Adult,New Zealand English,0
199,/Users/prem/Desktop/Speech_Corpus/5123/wav/a0208.wav,"Youth had come back to her, freed from the yoke of oppression.",5123,Male,Adult,European English,0
